title,company,skills,Type,Duration,experience_level,salary,date_posted,city,governorate,country
senior talent acquisition specialist,arabian construction co.,"construction, talent acquisition, human resources (hr), ms office, recruitment, interviewing",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
quality control manager,icpm,"quality control, communication, manufacturing",on-site,full time,manager,,1 month ago,cairo,cairo, egypt
inventory supervisor,soudanco,"warehouse operations, inventory management, data analysis, team leadership, problem solving, attention to detail, communication",on-site,full time,experienced,,1 month ago,marg, cairo, egypt
senior safety & quality specialist,elsewedy electric,"health, safety and environment, safety, quality control, communication, computer skills, auditing, engineering, management, quality assurance",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
operational excellence section head (process improvement),b.tech,"microsoft excel, process improvement, process design, administration, business administration, finance, human resources (hr), microsoft office",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
educational content developer,nass academy,"content development, teaching, development, microsoft office",on-site,full time,experienced,,1 month ago,mokattam, cairo, egypt
electrical maintenance engineer,confidential,"electrical engineering, maintenance, industrial electrical systems, engineering, electrical installation, communication, electrical systems",on-site,full time,experienced,,1 month ago,obour city, cairo, egypt
senior strategy analyst.,confidential,"business analysis, strategy, analysis, business administration, computer science, engineering, mba, pmp",on-site,full time,experienced,,1 month ago,cairo,cairo, egypt
senior sales account manager,ecosas international,"sales, sales target, customer service, communication, engineering, management, negotiation, project management",on-site,full time,experienced,,1 month ago,heliopolis, cairo, egypt
treasury senior specialist,tank,"accounting, treasury, certified treasury professional, excel, erp system, erp, banking, communication, microsoft office",on-site,full time,experienced,,1 month ago,new nozha, cairo, egypt
accounting department manager,confidential,"accounting, erp, sap, construction, commerce, finance, financial, financial analysis, financial management",on-site,full time,manager,,1 month ago,madinaty, cairo, egypt
maintenance engineer,wadi degla clubs,"engineer, senior, maintenance engineer, maintenance, information technology (it), mechanical engineering, engineering",on-site,full time,experienced,,1 month ago,sheraton, cairo, egypt
senior sales engineer (fire alarm systems),mhi for trading & contracting,"fire protection, fire alarm systems, fire alarm, sales",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
"""technical office & site engineer (wpc & upvc)""",beroia decor,"autocad, microsoft office, technical office",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
procurement section head,concrete plus,"engineering, procurement, contract negotiation, vendor management, supply chain management, logistics, project management, cost control, risk management",on-site,full time,senior management,,1 month ago,new cairo, cairo, egypt
procurement manager,concrete plus,"procurement, negotiation, subcontracts, suppliers, contract management, vendor relationship management, supply chain optimization, cost control, risk management",on-site,full time,manager,,1 month ago,new cairo, cairo, egypt
b2b sales representative,wood workers,"b2b sales, sales target, b2b, sales, client relationships, communication, negotiation, production, management",remote,full time,experienced,,1 month ago,alexandria,alexandria, egypt
sales representative,najma,"customer service, sales, sales target, market analysis, client relationship management, business development, communication",hybrid,part time,entry level,,1 month ago,cairo,cairo, egypt
visual merchandiser,beroia decor,"design, sales, visual merchandising, creative",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
sales engineer,bagnodesign misr,"sales, retail sales, architecture, interior design, furniture design, bathroom design, kitchen design, landscape design",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
external auditor,confidential,"financial analysis, report writing, analytical thinking, team collaboration, external auditing, risk assessment, ifrs",on-site,full time,experienced,,1 month ago,nasr city, cairo, egypt
odoo sales executive,landmarks consulting solutions co,"odoo erp, odoo, erp software, crm software, sales, information technology (it), information analysis, sales field",on-site,full time,experienced,,1 month ago,maadi, cairo, egypt
qa / software test engineer (ai-augmented testing),roaya,"computer science, information technology (it), qa, software development, software testing",on-site,full time,experienced,,1 month ago,maadi, cairo, egypt
senior architecture technical engineer,beta developments,"3ds max, autocad, revit, architecture, civil engineering, engineering, microsoft office, real estate",on-site,full time,experienced,,1 month ago,6th of october, giza, egypt
marketing specialist,beroia decor,"digital marketing, e-marketing, marketing strategy, social media marketing, content creation, digital advertising, seo",on-site,full time,experienced,,1 month ago,new cairo, cairo, egypt
customer training engineer,confidential,"engineering, training",on-site,full time,experienced,,1 month ago,beheira,beheira, egypt
international tiktok live stream host,巧智未来（大连）文化传媒有限公司,"live streamer, content creator, social media influencer, tiktok live host, live streaming platforms (tiktok, instagram reels), fluent in arabic",remote,full time,entry level,,1 month ago,cairo,cairo, egypt
senior human resources specialist,elsewedy electric,"human resources, human resources (hr), organization development, talent management, employee lifecycle, performance management, training, hr reporting, talent acquisition",on-site,full time,experienced,,1 month ago,10th of ramadan city, cairo, egypt
content creation & social media specialist,waritex,"advertising, content creation, digital marketing, seo, social media",on-site,full time,experienced,,1 month ago,10th of ramadan city, sharqia, egypt
junior corporate sales associate (alexandria residence ),confidential,"b2b sales, business development, account management, sales executive, sales associate, telesales, direct sales",on-site,full time,entry level,,1 month ago,alexandria,alexandria, egypt
internal audit section head,dr.greiche,"accounting, auditing, finance, external auditing, certified internal auditor, cia, management",on-site,full time,experienced,,1 month ago,10th of ramadan city, sharqia, egypt
