title,company,location,skills,Type,Duration,experience_level,salary,date_posted
Storekeeper / Warehouse Manager (Oil & Gas),Oil & Gas Services (Free Zone) -,"Obour City, Cairo, Egypt ","['organisation', 'warehouse', 'storkeeper', 'storage', 'logistics', 'inventory management', 'procurement']",On-site,Full Time,Manager,Confidential,2 months ago
Rig Instrumentation Engineer,Oil & Gas Services (Free Zone) -,"New Cairo, Cairo, Egypt ","['rig instrumentation maintenance', 'instrumentation engineering', 'troubleshooting', 'control systems', 'calibration', 'technical documentation', 'team collaboration']",On-site,Full Time,Manager,Confidential,2 months ago
Product Development Lead,Elabd Foods -,"Cairo, Egypt ","['business development', 'development', 'product', 'product development']",On-site,Full Time,Manager,Confidential,2 months ago
Payroll Team Leader,Concrete Plus -,"New Cairo, Cairo, Egypt ","['payroll', 'compensation', 'human resources (hr)', 'administration', 'business administration', 'communication', 'construction', 'leadership', 'microsoft excel']",On-site,Full Time,Manager,Confidential,2 months ago
Export Sales Supervisor – Fresh Fruits & Vegetables,Confidential -,"New Cairo, Cairo, Egypt ","['export', 'export sales', 'sales', 'vegetables', 'fresh produce', 'international trade', 'supply chain management', 'customer relationship management']",On-site,Full Time,Manager,Confidential,2 months ago
Export Sales Supervisor - IQF Fruits & Vegetables,Confidential -,"New Cairo, Cairo, Egypt ","['export', 'export sales', 'sales', 'vegetables', 'iqf products', 'international trade', 'customer relationship management', 'supply chain management']",On-site,Full Time,Manager,Confidential,2 months ago
Export Sales Department Head,Beroia Decor   -,"New Cairo, Cairo, Egypt ","['manufacturing', 'sales', 'export', 'logistics', 'international trade', 'business development', 'market analysis', 'negotiation', 'strategic planning']",On-site,Full Time,Manager,Confidential,2 months ago
Sales Administrator,Global Brands -,"New Cairo, Cairo, Egypt ","['business administration', 'ms office', 'sales administrator', 'sales', 'office', 'ms excel', 'excel']",On-site,Full Time,Experienced,Confidential,2 months ago
Tax Accountant,AL QASWAA -,"Maadi, Cairo, Egypt ","['tax accounting', 'accounting', 'finance', 'tax']",On-site,Full Time,Experienced,Confidential,2 months ago
Quality Control Manager,ICPM -,"Cairo, Egypt ","['quality control', 'communication', 'manufacturing']",On-site,Full Time,Manager,Confidential,2 months ago
Inventory Supervisor,Soudanco  -,"Marg, Cairo, Egypt ","['warehouse operations', 'inventory management', 'data analysis', 'team leadership', 'problem solving', 'attention to detail', 'communication']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Safety & Quality Specialist,Elsewedy Electric -,"Cairo, Egypt ","['health, safety and environment', 'safety', 'quality control', 'communication', 'computer skills', 'auditing', 'engineering', 'management', 'quality assurance']",On-site,Full Time,Experienced,Confidential,2 months ago
Operational Excellence Section Head (Process Improvement),B.TECH -,"New Cairo, Cairo, Egypt ","['microsoft excel', 'process improvement', 'process design', 'administration', 'business administration', 'finance', 'human resources (hr)', 'microsoft office']",On-site,Full Time,Manager,Confidential,2 months ago
Educational Content Developer,NASS Academy -,"Mokattam, Cairo, Egypt ","['content development', 'teaching', 'development', 'microsoft office']",On-site,Full Time,Experienced,Confidential,2 months ago
Electrical Maintenance Engineer,Confidential -,"Obour City, Cairo, Egypt ","['electrical engineering', 'maintenance', 'industrial electrical systems', 'engineering', 'electrical installation', 'communication', 'electrical systems']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Strategy Analyst.,Confidential -,"Cairo, Egypt ","['business analysis', 'strategy', 'analysis', 'business administration', 'computer science', 'engineering', 'mba', 'pmp']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Sales Account Manager,ecoSAS International -,"Heliopolis, Cairo, Egypt ","['sales', 'sales target', 'customer service', 'communication', 'engineering', 'management', 'negotiation', 'project management']",On-site,Full Time,Experienced,Confidential,2 months ago
Treasury Senior Specialist,Tank -,"New Nozha, Cairo, Egypt ","['accounting', 'treasury', 'certified treasury professional', 'excel', 'erp system', 'erp', 'banking', 'communication', 'microsoft office']",On-site,Full Time,Experienced,Confidential,2 months ago
Accounting Department Manager,Confidential -,"Madinaty, Cairo, Egypt ","['accounting', 'erp', 'sap', 'construction', 'commerce', 'finance', 'financial', 'financial analysis', 'financial management']",On-site,Full Time,Manager,Confidential,2 months ago
Maintenance Engineer,Wadi Degla Clubs  -,"Sheraton, Cairo, Egypt ","['engineer', 'senior', 'maintenance engineer', 'maintenance', 'information technology (it)', 'mechanical engineering', 'engineering']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Sales Engineer (Fire Alarm Systems),MHI for Trading & Contracting -,"New Cairo, Cairo, Egypt ","['fire protection', 'fire alarm systems', 'fire alarm', 'sales']",On-site,Full Time,Manager,Confidential,2 months ago
"""Technical Office & Site Engineer (WPC & UPVC)""",Beroia Decor   -,"New Cairo, Cairo, Egypt ","['autocad', 'microsoft office', 'technical office']",On-site,Full Time,Experienced,Confidential,2 months ago
Procurement Section Head,Concrete Plus -,"New Cairo, Cairo, Egypt ","['engineering', 'procurement', 'contract negotiation', 'vendor management', 'supply chain management', 'logistics', 'project management', 'cost control', 'risk management']",On-site,Full Time,Senior Management,Confidential,2 months ago
Procurement Manager,Concrete Plus -,"New Cairo, Cairo, Egypt ","['procurement', 'negotiation', 'subcontracts', 'suppliers', 'contract management', 'vendor relationship management', 'supply chain optimization', 'cost control', 'risk management']",On-site,Full Time,Manager,Confidential,2 months ago
B2B Sales Representative,Wood workers  -,"Alexandria, Egypt ","['b2b sales', 'sales target', 'b2b', 'sales', 'client relationships', 'communication', 'negotiation', 'production', 'management']",Remote,Full Time,Experienced,Confidential,2 months ago
Sales Representative,Najma -,"Cairo, Egypt ","['customer service', 'sales', 'sales target', 'market analysis', 'client relationship management', 'business development', 'communication']",Hybrid,Part Time,Entry Level,Confidential,2 months ago
Visual Merchandiser,Beroia Decor   -,"New Cairo, Cairo, Egypt ","['design', 'sales', 'visual merchandising', 'creative']",On-site,Full Time,Experienced,Confidential,2 months ago
Sales Engineer,BAGNODESIGN MISR -,"New Cairo, Cairo, Egypt ","['sales', 'retail sales', 'architecture', 'interior design', 'furniture design', 'bathroom design', 'kitchen design', 'landscape design']",On-site,Full Time,Experienced,Confidential,2 months ago
External Auditor,Confidential -,"Nasr City, Cairo, Egypt ","['financial analysis', 'report writing', 'analytical thinking', 'team collaboration', 'external auditing', 'risk assessment', 'ifrs']",On-site,Full Time,Experienced,Confidential,2 months ago
QA / Software Test Engineer (AI-Augmented Testing),Roaya -,"Maadi, Cairo, Egypt ","['computer science', 'information technology (it)', 'qa', 'software development', 'software testing']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Architecture Technical Engineer,Beta Developments -,"6th of October, Giza, Egypt ","['3ds max', 'autocad', 'revit', 'architecture', 'civil engineering', 'engineering', 'microsoft office', 'real estate']",On-site,Full Time,Experienced,Confidential,2 months ago
Marketing Specialist,Beroia Decor   -,"New Cairo, Cairo, Egypt ","['digital marketing', 'e-marketing', 'marketing strategy', 'social media marketing', 'content creation', 'digital advertising', 'seo']",On-site,Full Time,Experienced,Confidential,2 months ago
Customer Training Engineer,Confidential -,"Beheira, Egypt ","['engineering', 'training']",On-site,Full Time,Experienced,Confidential,2 months ago
International Tiktok Live Stream Host,巧智未来（大连）文化传媒有限公司 -,"Cairo, Egypt ","['live streamer', 'content creator', 'social media influencer', 'tiktok live host', 'live streaming platforms (tiktok, instagram reels)', 'fluent in arabic']",Remote,Full Time,Entry Level,Confidential,2 months ago
Senior Human Resources Specialist,Elsewedy Electric -,"10th of Ramadan City, Cairo, Egypt ","['human resources', 'human resources (hr)', 'organization development', 'talent management', 'employee lifecycle', 'performance management', 'training', 'hr reporting', 'talent acquisition']",On-site,Full Time,Experienced,Confidential,2 months ago
content creation & social media specialist,waritex -,"10th of Ramadan City, Sharqia, Egypt ","['advertising', 'content creation', 'digital marketing', 'seo', 'social media']",On-site,Full Time,Experienced,Confidential,2 months ago
Junior Corporate Sales Associate (Alexandria Residence ),Confidential -,"Alexandria, Egypt ","['b2b sales', 'business development', 'account management', 'sales executive', 'sales associate', 'telesales', 'direct sales']",On-site,Full Time,Entry Level,Confidential,2 months ago
Internal Audit Section Head,Dr.Greiche  -,"10th of Ramadan City, Sharqia, Egypt ","['accounting', 'auditing', 'finance', 'external auditing', 'certified internal auditor', 'cia', 'management']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior QA Engineer,Dr.Greiche  -,"10th of Ramadan City, Sharqia, Egypt ","['engineering', 'qa', 'analysis', 'computer science', 'information technology (it)', 'manufacturing', 'mechanical', 'quality assurance']",On-site,Full Time,Experienced,Confidential,2 months ago
Technical Support Engineer,Afaqy -,"Maadi, Cairo, Egypt ","['computer hardware', 'software', 'technical support', 'microsoft sql server', 'information technology (it)', 'technical analysis', 'dba']",Hybrid,Full Time,Experienced,Confidential,2 months ago
Sales Administrator-Real Estate,Darna for real estate & Construction (DRC) -,"Shorouk City, Cairo, Egypt ","['real estate', 'sales', 'sales target']",On-site,Full Time,Experienced,Confidential,2 months ago
Senior Machine Learning Engineer,TechJump -,"Alexandria, Egypt ","['computer science', 'information technology (it)', 'machine learning', 'engineering', 'python', 'data science', 'deep learning', 'natural language processing (nlp)', 'model deployment']",Hybrid,Full Time,Experienced,Confidential,2 months ago
Call Center Supervisor,Alfa Laboratories -,"Sheikh Zayed, Giza, Egypt ","['call center', 'customer care', 'customer service', 'customer support', 'administration', 'communication', 'crm', 'management', 'microsoft office']",On-site,Full Time,Experienced,Confidential,2 months ago
Project Manager,YZH -,"Cairo, Egypt ","['computer science', 'information technology (it)', 'project', 'project management']",On-site,Full Time,Experienced,Confidential,2 months ago
Production Supervisor,K Line Europe -,"Nasr City, Cairo, Egypt ","['manufacturing', 'production', 'quality control', 'industrial engineering', 'management', 'mechanical engineering', 'engineering', 'cad']",On-site,Full Time,Experienced,Confidential,2 months ago
Corporate Sales Account Executive,Confidential -,"Heliopolis, Cairo, Egypt ","['business development', 'account management', 'lead generation', 'contract negotiation', 'corporate sales', 'b2b sales', 'presentations', 'customer service', 'negotiation']",On-site,Full Time,Experienced,Confidential,2 months ago
"Telesales - Sales Representative, Conferences",Allan Lloyds -,"Cairo, Egypt ","['sales', 'sponsorship', 'sales target', 'event management', 'events organizing', 'marketing', 'telesales']",Hybrid,Full Time,Entry Level,Confidential,2 months ago
Business Development Surveyor,Contact Interiors -,"Heliopolis, Cairo, Egypt ","['business development', 'crm software', 'sales strategy', 'engineering principles', 'market research', 'client relationship management', 'negotiation']",On-site,Full Time,Entry Level,Confidential,2 months ago
Technical Sales Engineer,Contact Interiors -,"Heliopolis, Cairo, Egypt ","['sales', 'technical sales', 'engineering', 'client relationship management', 'product demonstrations', 'solution selling', 'negotiation', 'crm software']",On-site,Full Time,Experienced,Confidential,2 months ago
Quality Manager,CSI -,"Heliopolis, Cairo, Egypt ","['engineering', 'quality assurance', 'quality control', 'construction', 'iso 9001', 'leadership', 'management']",On-site,Full Time,Manager,Confidential,2 months ago
Project Controls Lead,CSI -,"Heliopolis, Cairo, Egypt ","['project controls', 'project management', 'project', 'civil engineering', 'construction', 'cost control', 'engineering', 'management']",On-site,Full Time,Manager,Confidential,2 months ago
Sales Account Management Team Leader,BasharSoft -,"Cairo, Egypt ","['sales', 'saas', 'account', 'management']",Hybrid,Full Time,Manager,Confidential,2 months ago
Mid-Level Software Tester,Expert Apps -,"Maadi, Cairo, Egypt ","['quality control', 'information technology (it)', 'software development', 'software engineering', 'istqb', 'agile software', 'sql', 'microsoft tfs']",Hybrid,Full Time,Experienced,Confidential,2 months ago
Admin Officer.,Cairo international for development and investment -,"Cairo, Egypt ","['admin', 'administration', 'office management', 'administrative', 'communication', 'microsoft office', 'management']",On-site,Full Time,Experienced,Confidential,2 months ago
